InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice
573360,21891,TRADITIONAL WOODEN SKIPPING ROPE,4,2011-10-30 12:51:00,1.45,15748.0,United Kingdom,5.8
546670,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,5,2011-03-15 15:37:00,1.65,13451.0,United Kingdom,8.25
557214,84997B,CHILDRENS CUTLERY RETROSPOT RED ,4,2011-06-17 12:20:00,4.15,17677.0,United Kingdom,16.6
581000,22960,JAM MAKING SET WITH JARS,12,2011-12-07 08:03:00,3.75,12720.0,Germany,45.0
544662,22625,RED KITCHEN SCALES,1,2011-02-22 14:10:00,8.5,12845.0,United Kingdom,8.5
565156,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-09-01 15:04:00,1.25,13045.0,United Kingdom,15.0
555420,22150,3 STRIPEY MICE FELTCRAFT,6,2011-06-03 10:29:00,1.95,13458.0,United Kingdom,11.7
580541,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2011-12-05 09:03:00,1.25,15358.0,United Kingdom,15.0
570672,21531,RED RETROSPOT SUGAR JAM BOWL,6,2011-10-11 14:52:00,2.55,12536.0,France,15.299999999999999
579553,23512,EMBROIDERED RIBBON REEL ROSIE,6,2011-11-30 10:54:00,2.08,14156.0,EIRE,12.48
548260,22138,BAKING SET 9 PIECE RETROSPOT ,1,2011-03-30 11:18:00,4.95,15373.0,United Kingdom,4.95
549749,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,24,2011-04-12 10:45:00,1.25,12928.0,United Kingdom,30.0
551869,21721,CANDY SHOP  STICKER SHEET,10,2011-05-04 16:36:00,0.85,16767.0,United Kingdom,8.5
570833,20750,RED RETROSPOT MINI CASES,2,2011-10-12 13:30:00,7.95,14834.0,United Kingdom,15.9
538418,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,4,2010-12-12 12:00:00,2.95,17372.0,United Kingdom,11.8
542791,22435,SET OF 9 HEART SHAPED BALLOONS,10,2011-02-01 10:47:00,1.25,15039.0,United Kingdom,12.5
545447,22842,BISCUIT TIN VINTAGE RED,4,2011-03-02 16:34:00,6.75,17426.0,United Kingdom,27.0
555850,20751,FUNKY WASHING UP GLOVES ASSORTED,3,2011-06-07 13:35:00,2.1,16550.0,United Kingdom,6.300000000000001
557289,10133,COLOURING PENCILS BROWN TUBE,12,2011-06-19 12:58:00,0.42,16880.0,United Kingdom,5.04
562450,POST,POSTAGE,3,2011-08-05 08:40:00,18.0,12562.0,France,54.0
537395,22632,HAND WARMER RED RETROSPOT,1,2010-12-06 14:05:00,2.1,15356.0,United Kingdom,2.1
557274,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,2011-06-19 11:44:00,1.25,14004.0,United Kingdom,15.0
540513,22113,GREY HEART HOT WATER BOTTLE,12,2011-01-09 11:41:00,3.75,13758.0,United Kingdom,45.0
556795,47559B,TEA TIME OVEN GLOVE,23,2011-06-14 14:29:00,1.25,15912.0,United Kingdom,28.75
557746,22193,RED DINER WALL CLOCK,1,2011-06-22 12:24:00,8.5,15059.0,United Kingdom,8.5
571912,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,144,2011-10-19 15:26:00,0.55,17512.0,United Kingdom,79.2
556777,23309,SET OF 60 I LOVE LONDON CAKE CASES ,24,2011-06-14 12:31:00,0.55,14426.0,United Kingdom,13.200000000000001
547209,20726,LUNCH BAG WOODLAND,20,2011-03-21 14:44:00,1.65,13081.0,United Kingdom,33.0
554058,22745,POPPY'S PLAYHOUSE BEDROOM ,1,2011-05-20 16:04:00,2.1,17757.0,United Kingdom,2.1
556041,20727,LUNCH BAG  BLACK SKULL.,2,2011-06-08 12:44:00,1.65,17954.0,United Kingdom,3.3
559993,81952V,ROUND PURPLE CLOCK WITH SUCKER,20,2011-07-14 12:42:00,0.19,14716.0,United Kingdom,3.8
550316,22745,POPPY'S PLAYHOUSE BEDROOM ,12,2011-04-17 11:45:00,2.1,16193.0,United Kingdom,25.200000000000003
580193,21523,DOORMAT FANCY FONT HOME SWEET HOME,5,2011-12-02 12:03:00,8.25,16899.0,United Kingdom,41.25
566290,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,9,2011-09-11 15:24:00,2.55,14456.0,United Kingdom,22.95
564660,22367,CHILDRENS APRON SPACEBOY DESIGN,8,2011-08-26 14:45:00,1.95,15074.0,United Kingdom,15.6
540014,22262,FELT EGG COSY CHICKEN,6,2011-01-04 11:34:00,0.85,14606.0,United Kingdom,5.1
553831,22968,ROSE COTTAGE KEEPSAKE BOX ,6,2011-05-19 11:36:00,9.95,14442.0,Channel Islands,59.699999999999996
567768,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,2011-09-22 11:17:00,2.08,15950.0,United Kingdom,20.8
564719,82600,NO SINGING METAL SIGN,1,2011-08-28 11:55:00,2.1,15325.0,United Kingdom,2.1
554124,90141B,IVORY PENDANT TRIPLE SHELL NECKLACE,3,2011-05-23 08:31:00,4.95,13339.0,United Kingdom,14.850000000000001
538508,22534,MAGIC DRAWING SLATE SPACEBOY ,4,2010-12-12 13:32:00,0.42,15998.0,United Kingdom,1.68
557275,20674,GREEN POLKADOT BOWL,8,2011-06-19 11:45:00,1.25,15544.0,United Kingdom,10.0
556408,21901,"KEY FOB , BACK DOOR ",1,2011-06-10 11:54:00,0.65,13533.0,United Kingdom,0.65
552829,82552,WASHROOM METAL SIGN,5,2011-05-11 13:42:00,1.45,12748.0,United Kingdom,7.25
553879,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,48,2011-05-19 15:15:00,0.85,15791.0,United Kingdom,40.8
569652,23100,SILVER BELLS TABLE DECORATION,12,2011-10-05 12:51:00,1.25,15628.0,United Kingdom,15.0
581252,22562,MONSTERS STENCIL CRAFT,12,2011-12-08 11:02:00,1.25,14129.0,United Kingdom,15.0
556476,22151,PLACE SETTING WHITE HEART,24,2011-06-12 12:08:00,0.42,17175.0,United Kingdom,10.08
576076,22561,WOODEN SCHOOL COLOURING SET,3,2011-11-13 16:18:00,1.65,14382.0,United Kingdom,4.949999999999999
544677,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-02-22 16:13:00,1.69,18196.0,United Kingdom,13.52
545075,22728,ALARM CLOCK BAKELIKE PINK,4,2011-02-28 09:33:00,3.75,14211.0,United Kingdom,15.0
558100,85066,CREAM SWEETHEART MINI CHEST,2,2011-06-26 13:46:00,12.75,17768.0,United Kingdom,25.5
540489,21485,RETROSPOT HEART HOT WATER BOTTLE,1,2011-01-07 16:32:00,4.95,13593.0,United Kingdom,4.95
581425,85152,HAND OVER THE CHOCOLATE   SIGN ,12,2011-12-08 15:31:00,2.1,14796.0,United Kingdom,25.200000000000003
560444,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1,2011-07-18 17:15:00,4.95,13764.0,United Kingdom,4.95
564961,22767,TRIPLE PHOTO FRAME CORNICE ,2,2011-08-31 14:28:00,9.95,14525.0,United Kingdom,19.9
545318,21915,RED  HARMONICA IN BOX ,36,2011-03-01 14:26:00,1.25,14676.0,United Kingdom,45.0
546540,22752,SET 7 BABUSHKA NESTING BOXES,30,2011-03-14 15:05:00,7.65,15061.0,United Kingdom,229.5
574682,23270,SET OF 2 CERAMIC PAINTED HEARTS ,3,2011-11-06 12:44:00,1.45,14963.0,United Kingdom,4.35
580054,85184C,SET 4 VALENTINE DECOUPAGE HEART BOX,2,2011-12-01 13:08:00,2.95,18122.0,United Kingdom,5.9
574864,21175,GIN + TONIC DIET METAL SIGN,4,2011-11-07 12:29:00,2.55,14387.0,United Kingdom,10.2
558621,21382,SET/4 SPRING FLOWER DECORATION,12,2011-06-30 16:43:00,0.75,13745.0,United Kingdom,9.0
562129,22412,METAL SIGN NEIGHBOURHOOD WITCH ,12,2011-08-03 09:09:00,2.1,13186.0,United Kingdom,25.200000000000003
551548,84931A,PINK SCOTTIE DOG W FLOWER PATTERN,6,2011-05-03 09:44:00,2.55,14149.0,United Kingdom,15.299999999999999
580296,85227,SET OF 6 3D KIT CARDS FOR KIDS,2,2011-12-02 13:49:00,0.85,13780.0,United Kingdom,1.7
566345,21326,AGED GLASS SILVER T-LIGHT HOLDER,24,2011-09-12 12:27:00,0.65,17685.0,United Kingdom,15.600000000000001
577733,22489,PACK OF 12 TRADITIONAL CRAYONS,10,2011-11-21 13:10:00,0.42,15163.0,United Kingdom,4.2
545579,20717,STRAWBERRY SHOPPER BAG,10,2011-03-04 08:10:00,1.25,17508.0,Greece,12.5
579196,20766,GARDEN PATH SKETCHBOOK,2,2011-11-28 15:54:00,7.46,14096.0,United Kingdom,14.92
557311,21239,PINK  POLKADOT CUP,8,2011-06-19 15:36:00,0.85,15700.0,United Kingdom,6.8
561395,23298,SPOTTY BUNTING,12,2011-07-27 10:29:00,4.95,13999.0,United Kingdom,59.400000000000006
568797,23343,JUMBO BAG VINTAGE CHRISTMAS ,100,2011-09-29 10:22:00,1.75,13694.0,United Kingdom,175.0
567333,22356,CHARLOTTE BAG PINK POLKADOT,10,2011-09-19 14:55:00,0.85,14282.0,United Kingdom,8.5
547489,21524,DOORMAT SPOTTY HOME SWEET HOME,4,2011-03-23 11:44:00,7.95,17830.0,United Kingdom,31.8
562930,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,2011-08-10 16:01:00,7.95,14209.0,United Kingdom,15.9
580735,22273,FELTCRAFT DOLL MOLLY,6,2011-12-06 08:52:00,2.95,17728.0,United Kingdom,17.700000000000003
567170,23293,SET OF 12 FAIRY CAKE BAKING CASES,1,2011-09-18 12:40:00,0.83,13566.0,United Kingdom,0.83
552304,20679,EDWARDIAN PARASOL RED,1,2011-05-08 15:15:00,5.95,12748.0,United Kingdom,5.95
580727,23129,HEART SHAPED HOLLY WREATH,2,2011-12-05 17:17:00,8.29,14096.0,United Kingdom,16.58
570597,22986,WRAP GINGHAM ROSE ,25,2011-10-11 11:49:00,0.42,16837.0,United Kingdom,10.5
544824,22853,CAT BOWL VINTAGE CREAM,6,2011-02-24 09:32:00,3.25,17139.0,United Kingdom,19.5
561542,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2011-07-28 10:09:00,2.1,15105.0,United Kingdom,12.600000000000001
556365,84991,60 TEATIME FAIRY CAKE CASES,4,2011-06-10 11:44:00,0.55,16370.0,United Kingdom,2.2
574573,23162,REGENCY TEA STRAINER,1,2011-11-04 16:35:00,3.75,14592.0,United Kingdom,3.75
576075,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,6,2011-11-13 16:16:00,0.85,15861.0,United Kingdom,5.1
573320,23109,PACK OF SIX LED TEA LIGHTS,12,2011-10-30 10:29:00,2.89,15513.0,United Kingdom,34.68
546914,22084,PAPER CHAIN KIT EMPIRE,12,2011-03-18 08:12:00,2.95,13072.0,United Kingdom,35.400000000000006
569866,20983,12 PENCILS TALL TUBE RED RETROSPOT,2,2011-10-06 14:50:00,0.85,12757.0,Portugal,1.7
568191,22738,RIBBON REEL SNOWY VILLAGE,5,2011-09-25 14:37:00,1.65,16655.0,United Kingdom,8.25
578620,22956,36 FOIL HEART CAKE CASES,1,2011-11-24 15:21:00,2.1,17247.0,United Kingdom,2.1
548919,22981,PANTRY APPLE CORER,12,2011-04-05 10:18:00,1.45,13013.0,United Kingdom,17.4
579403,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,2011-11-29 12:15:00,2.08,14503.0,United Kingdom,20.8
556056,84519B,CARROT CHARLIE+LOLA COASTER SET,2,2011-06-08 13:35:00,1.25,17841.0,United Kingdom,2.5
556887,22379,RECYCLING BAG RETROSPOT ,1,2011-06-15 12:36:00,2.1,14606.0,United Kingdom,2.1
569866,22557,PLASTERS IN TIN VINTAGE PAISLEY ,8,2011-10-06 14:50:00,1.65,12757.0,Portugal,13.2
555884,21658,GLASS  BEURRE DISH,6,2011-06-07 15:44:00,3.75,17389.0,United Kingdom,22.5
544824,22488,NATURAL SLATE RECTANGLE CHALKBOARD,12,2011-02-24 09:32:00,1.65,17139.0,United Kingdom,19.799999999999997
577365,23330,DECORATIVE WICKER HEART MEDIUM,36,2011-11-18 16:19:00,1.25,17063.0,United Kingdom,45.0
547672,37482P,CUBIC MUG PINK POLKADOT,24,2011-03-24 13:54:00,0.39,17754.0,United Kingdom,9.36
575212,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,3,2011-11-09 10:41:00,4.95,14108.0,United Kingdom,14.850000000000001
569523,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,4,2011-10-04 14:41:00,1.45,16033.0,United Kingdom,5.8
570252,21481,FAWN BLUE HOT WATER BOTTLE,4,2011-10-10 09:14:00,3.75,14665.0,United Kingdom,15.0
560996,21500,PINK POLKADOT WRAP ,25,2011-07-22 13:53:00,0.42,17625.0,United Kingdom,10.5
573413,23191,BUNDLE OF 3 RETRO NOTE BOOKS,1,2011-10-30 16:12:00,1.65,15444.0,United Kingdom,1.65
570186,22654,DELUXE SEWING KIT ,3,2011-10-07 15:01:00,5.95,17509.0,United Kingdom,17.85
553345,23298,SPOTTY BUNTING,8,2011-05-16 12:53:00,4.95,16729.0,United Kingdom,39.6
577505,22371,AIRLINE BAG VINTAGE TOKYO 78,12,2011-11-20 12:37:00,3.95,13118.0,United Kingdom,47.400000000000006
539593,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,12,2010-12-20 13:31:00,2.55,13319.0,United Kingdom,30.599999999999998
542995,20685,DOORMAT RED RETROSPOT,2,2011-02-02 12:09:00,7.95,13728.0,United Kingdom,15.9
569037,21175,GIN + TONIC DIET METAL SIGN,2,2011-09-30 10:45:00,2.55,13263.0,United Kingdom,5.1
537489,22556,PLASTERS IN TIN CIRCUS PARADE ,12,2010-12-07 11:33:00,1.65,17017.0,United Kingdom,19.799999999999997
551390,22077,6 RIBBONS RUSTIC CHARM,12,2011-04-28 12:03:00,1.65,15143.0,United Kingdom,19.799999999999997
564181,23209,LUNCH BAG VINTAGE DOILY ,20,2011-08-23 14:53:00,1.65,13862.0,United Kingdom,33.0
560209,21791,VINTAGE HEADS AND TAILS CARD GAME ,6,2011-07-15 14:05:00,1.25,15004.0,United Kingdom,7.5
552804,20750,RED RETROSPOT MINI CASES,2,2011-05-11 12:32:00,7.95,15615.0,United Kingdom,15.9
576600,23355,HOT WATER BOTTLE KEEP CALM,1,2011-11-15 15:08:00,4.95,18181.0,United Kingdom,4.95
547382,21136,PAINTED METAL PEARS ASSORTED,5,2011-03-22 15:31:00,1.69,15457.0,United Kingdom,8.45
577495,22513,DOORSTOP FOOTBALL DESIGN,1,2011-11-20 12:20:00,3.75,14704.0,United Kingdom,3.75
574514,21137,BLACK RECORD COVER FRAME,24,2011-11-04 13:34:00,3.39,15311.0,United Kingdom,81.36
577400,23581,JUMBO BAG PAISLEY PARK,10,2011-11-18 17:20:00,2.08,16201.0,United Kingdom,20.8
558057,21380,WOODEN HAPPY BIRTHDAY GARLAND,12,2011-06-24 14:57:00,2.95,15665.0,United Kingdom,35.400000000000006
555638,22597,MUSICAL ZINC HEART DECORATION ,12,2011-06-06 12:51:00,0.85,15150.0,United Kingdom,10.2
547382,22382,LUNCH BAG SPACEBOY DESIGN ,2,2011-03-22 15:31:00,1.65,15457.0,United Kingdom,3.3
568058,21704,BAG 250g SWIRLY MARBLES,12,2011-09-23 12:58:00,0.85,18188.0,United Kingdom,10.2
575087,22629,SPACEBOY LUNCH BOX ,1,2011-11-08 13:57:00,1.95,16549.0,United Kingdom,1.95
540664,21756,BATH BUILDING BLOCK WORD,4,2011-01-10 15:18:00,5.95,15044.0,United Kingdom,23.8
544106,22457,NATURAL SLATE HEART CHALKBOARD ,12,2011-02-16 10:47:00,2.95,14530.0,United Kingdom,35.400000000000006
554598,22920,HERB MARKER BASIL,3,2011-05-25 11:12:00,0.65,13263.0,United Kingdom,1.9500000000000002
547035,22492,MINI PAINT SET VINTAGE ,36,2011-03-20 10:33:00,0.65,13911.0,United Kingdom,23.400000000000002
569850,23182,TOILET SIGN OCCUPIED OR VACANT,24,2011-10-06 13:59:00,0.83,16432.0,United Kingdom,19.919999999999998
544790,22467,GUMBALL COAT RACK,5,2011-02-23 12:27:00,2.55,16940.0,United Kingdom,12.75
568657,22899,CHILDREN'S APRON DOLLY GIRL ,2,2011-09-28 12:22:00,2.1,16460.0,United Kingdom,4.2
557119,82484,WOOD BLACK BOARD ANT WHITE FINISH,6,2011-06-16 17:08:00,7.95,17416.0,United Kingdom,47.7
567972,22651,GENTLEMAN SHIRT REPAIR KIT ,12,2011-09-23 10:14:00,0.85,13949.0,United Kingdom,10.2
550469,21870,I CAN ONLY PLEASE ONE PERSON MUG,6,2011-04-18 13:46:00,1.25,16399.0,United Kingdom,7.5
558355,23266,SET OF 3 WOODEN STOCKING DECORATION,8,2011-06-28 14:58:00,1.25,13614.0,United Kingdom,10.0
549682,85116,BLACK CANDELABRA T-LIGHT HOLDER,6,2011-04-11 13:22:00,2.1,12596.0,Spain,12.600000000000001
575487,46000S,POLYESTER FILLER PAD 40x40cm,4,2011-11-09 17:11:00,1.45,15450.0,United Kingdom,5.8
538040,22927,GREEN GIANT GARDEN THERMOMETER,1,2010-12-09 13:08:00,5.95,16520.0,United Kingdom,5.95
574701,47566B,TEA TIME PARTY BUNTING,2,2011-11-06 13:54:00,4.95,15426.0,United Kingdom,9.9
576300,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,1,2011-11-14 14:39:00,1.65,15058.0,United Kingdom,1.65
555570,22467,GUMBALL COAT RACK,6,2011-06-05 15:36:00,2.55,15152.0,United Kingdom,15.299999999999999
578817,22470,HEART OF WICKER LARGE,1,2011-11-25 13:45:00,2.95,16764.0,United Kingdom,2.95
567179,22650,CERAMIC PIRATE CHEST MONEY BANK,2,2011-09-18 14:27:00,1.45,15547.0,United Kingdom,2.9
563709,21385,IVORY HANGING DECORATION  HEART,6,2011-08-18 15:17:00,0.85,15472.0,United Kingdom,5.1
538783,21485,RETROSPOT HEART HOT WATER BOTTLE,6,2010-12-14 11:38:00,4.95,14961.0,United Kingdom,29.700000000000003
566772,21479,WHITE SKULL HOT WATER BOTTLE ,12,2011-09-15 09:41:00,4.25,13107.0,United Kingdom,51.0
553477,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-05-17 11:46:00,2.95,14239.0,United Kingdom,17.700000000000003
555592,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,2011-06-06 10:04:00,2.95,14215.0,United Kingdom,17.700000000000003
542777,20658,RED RETROSPOT LUGGAGE TAG,12,2011-02-01 08:31:00,1.25,14911.0,EIRE,15.0
539586,22609,PENS ASSORTED SPACEBALL,108,2010-12-20 13:08:00,0.21,14298.0,United Kingdom,22.68
545227,21537,RED RETROSPOT PUDDING BOWL,12,2011-03-01 09:35:00,4.25,12428.0,Finland,51.0
547709,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,2,2011-03-24 18:43:00,4.95,18109.0,United Kingdom,9.9
570467,23290,SPACEBOY CHILDRENS BOWL,8,2011-10-10 16:06:00,1.25,12607.0,USA,10.0
543973,22789,T-LIGHT HOLDER SWEETHEART HANGING,8,2011-02-14 15:15:00,1.95,17571.0,United Kingdom,15.6
559876,85099C,JUMBO  BAG BAROQUE BLACK WHITE,2,2011-07-13 11:09:00,2.08,15752.0,United Kingdom,4.16
567153,22723,SET OF 6 HERB TINS SKETCHBOOK,2,2011-09-16 16:25:00,3.95,14056.0,United Kingdom,7.9
555845,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2011-06-07 13:19:00,0.29,17015.0,United Kingdom,13.919999999999998
577893,M,Manual,1,2011-11-22 11:47:00,1.25,17073.0,United Kingdom,1.25
545914,20728,LUNCH BAG CARS BLUE,20,2011-03-08 11:39:00,1.65,13340.0,United Kingdom,33.0
550315,22904,CALENDAR PAPER CUT DESIGN,12,2011-04-17 11:44:00,2.95,17990.0,United Kingdom,35.400000000000006
557801,23031,DRAWER KNOB CRACKLE GLAZE PINK,6,2011-06-23 10:14:00,1.65,13319.0,United Kingdom,9.899999999999999
563522,22557,PLASTERS IN TIN VINTAGE PAISLEY ,4,2011-08-17 10:59:00,1.65,17975.0,United Kingdom,6.6
571506,23355,HOT WATER BOTTLE KEEP CALM,1,2011-10-17 15:22:00,4.95,15355.0,United Kingdom,4.95
563556,85099B,JUMBO BAG RED RETROSPOT,10,2011-08-17 13:31:00,2.08,17706.0,United Kingdom,20.8
581003,22139,RETROSPOT TEA SET CERAMIC 11 PC ,9,2011-12-07 08:38:00,4.95,14911.0,EIRE,44.550000000000004
563230,23237,SET OF 4 KNICK KNACK TINS LEAF,2,2011-08-14 15:39:00,4.15,15376.0,United Kingdom,8.3
546321,22224,WHITE LOVEBIRD LANTERN,6,2011-03-11 09:39:00,2.95,16475.0,United Kingdom,17.700000000000003
575647,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,10,2011-11-10 14:16:00,2.89,16440.0,United Kingdom,28.900000000000002
557019,22778,GLASS CLOCHE SMALL,1,2011-06-16 12:45:00,3.95,15907.0,United Kingdom,3.95
575181,23202,JUMBO BAG VINTAGE LEAF,10,2011-11-09 08:21:00,2.08,14709.0,United Kingdom,20.8
574059,23582,VINTAGE DOILY JUMBO BAG RED ,1,2011-11-02 14:13:00,2.08,14646.0,Netherlands,2.08
578266,22600,CHRISTMAS RETROSPOT STAR WOOD,2,2011-11-23 13:34:00,0.85,12748.0,United Kingdom,1.7
569555,23032,DRAWER KNOB CRACKLE GLAZE IVORY,6,2011-10-05 08:17:00,1.65,17728.0,United Kingdom,9.899999999999999
557332,23229,VINTAGE DONKEY TAIL GAME ,6,2011-06-20 10:21:00,3.75,14291.0,United Kingdom,22.5
550819,21679,SKULLS  STICKERS,12,2011-04-20 17:37:00,0.85,17530.0,United Kingdom,10.2
569669,20866,BLUE ROSE FABRIC MIRROR,1,2011-10-05 13:47:00,1.25,14730.0,United Kingdom,1.25
559313,21868,POTTING SHED TEA MUG,12,2011-07-07 13:44:00,1.25,16325.0,United Kingdom,15.0
541121,20749,ASSORTED COLOUR MINI CASES,2,2011-01-14 09:20:00,7.95,12672.0,France,15.9
538180,22927,GREEN GIANT GARDEN THERMOMETER,2,2010-12-10 09:53:00,5.95,13418.0,United Kingdom,11.9
570190,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,2011-10-07 15:18:00,2.95,13456.0,United Kingdom,17.700000000000003
566213,22961,JAM MAKING SET PRINTED,12,2011-09-09 15:09:00,1.45,14895.0,United Kingdom,17.4
560120,21123,SET/10 IVORY POLKADOT PARTY CANDLES,24,2011-07-15 10:27:00,1.25,14907.0,United Kingdom,30.0
546856,22331,WOODLAND PARTY BAG + STICKER SET,8,2011-03-17 14:12:00,1.65,15433.0,United Kingdom,13.2
575750,85014B,RED RETROSPOT UMBRELLA,18,2011-11-11 10:29:00,5.95,12600.0,Germany,107.10000000000001
544077,22249,DECORATION WHITE CHICK MAGIC GARDEN,2,2011-02-15 15:04:00,0.85,14825.0,United Kingdom,1.7
566035,20723,STRAWBERRY CHARLOTTE BAG,10,2011-09-08 13:17:00,0.85,12839.0,United Kingdom,8.5
545797,21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,1,2011-03-07 12:17:00,2.95,16225.0,United Kingdom,2.95
547358,22439,6 ROCKET BALLOONS ,10,2011-03-22 12:25:00,0.65,15998.0,United Kingdom,6.5
558773,21916,SET 12 RETRO WHITE CHALK STICKS,2,2011-07-03 16:00:00,0.42,17781.0,United Kingdom,0.84
571670,22142,CHRISTMAS CRAFT WHITE FAIRY ,12,2011-10-18 13:12:00,1.45,12611.0,Italy,17.4
537351,22121,NOEL WOODEN BLOCK LETTERS ,1,2010-12-06 12:23:00,5.95,16898.0,United Kingdom,5.95
554981,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,3,2011-05-29 12:06:00,2.08,17613.0,United Kingdom,6.24
575169,21770,OPEN CLOSED METAL SIGN,2,2011-11-08 17:21:00,4.95,14367.0,United Kingdom,9.9
551516,22560,TRADITIONAL MODELLING CLAY,24,2011-05-01 11:10:00,1.25,14800.0,United Kingdom,30.0
573396,23284,DOORMAT KEEP CALM AND COME IN,1,2011-10-30 15:13:00,8.25,14723.0,United Kingdom,8.25
566451,22153,ANGEL DECORATION STARS ON DRESS,4,2011-09-12 16:14:00,0.42,18069.0,United Kingdom,1.68
575837,22114,HOT WATER BOTTLE TEA AND SYMPATHY,1,2011-11-11 11:37:00,4.25,12748.0,United Kingdom,4.25
574697,22585,PACK OF 6 BIRDY GIFT TAGS,12,2011-11-06 13:42:00,1.25,16488.0,United Kingdom,15.0
564356,21372,MIRRORED WALL ART TABLE LAMP,1,2011-08-24 15:47:00,0.75,13969.0,United Kingdom,0.75
564301,23000,TRAVEL CARD WALLET TRANSPORT,24,2011-08-24 11:54:00,0.42,14299.0,United Kingdom,10.08
575219,23312,VINTAGE CHRISTMAS GIFT SACK,20,2011-11-09 11:17:00,4.15,17511.0,United Kingdom,83.0
536639,22865,HAND WARMER OWL DESIGN,12,2010-12-02 11:45:00,2.1,15111.0,United Kingdom,25.200000000000003
569903,22161,HEART DECORATION RUSTIC HANGING ,24,2011-10-06 16:25:00,0.19,13892.0,United Kingdom,4.5600000000000005
563442,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-08-16 13:25:00,2.55,17637.0,United Kingdom,15.299999999999999
562574,22147,FELTCRAFT BUTTERFLY HEARTS,3,2011-08-07 12:42:00,1.45,14903.0,United Kingdom,4.35
540353,21248,DOOR HANGER  MUM + DADS ROOM,2,2011-01-06 14:53:00,1.45,13764.0,United Kingdom,2.9
545188,20717,STRAWBERRY SHOPPER BAG,4,2011-02-28 15:19:00,1.25,14056.0,United Kingdom,5.0
568350,90160A,PURPLE BOUDICCA LARGE BRACELET,9,2011-09-26 15:35:00,6.95,12612.0,Germany,62.550000000000004
561870,22348,TEA BAG PLATE RED RETROSPOT,12,2011-07-31 11:45:00,0.85,14911.0,EIRE,10.2
549729,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,2,2011-04-11 16:17:00,2.08,13634.0,United Kingdom,4.16
557956,20719,WOODLAND CHARLOTTE BAG,1,2011-06-23 19:20:00,0.85,18283.0,United Kingdom,0.85
575484,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,2011-11-09 17:02:00,6.95,16670.0,United Kingdom,13.9
575211,21914,BLUE HARMONICA IN BOX ,5,2011-11-09 10:39:00,1.25,17377.0,United Kingdom,6.25
557304,23065,LARGE DECO JEWELLERY STAND,3,2011-06-19 14:40:00,12.5,16326.0,United Kingdom,37.5
553184,21868,POTTING SHED TEA MUG,2,2011-05-15 12:33:00,1.25,13232.0,United Kingdom,2.5
555949,85099B,JUMBO BAG RED RETROSPOT,10,2011-06-08 10:50:00,2.08,16626.0,United Kingdom,20.8
542519,22729,ALARM CLOCK BAKELIKE ORANGE,8,2011-01-28 12:19:00,3.75,15159.0,United Kingdom,30.0
572913,84030E,ENGLISH ROSE HOT WATER BOTTLE,2,2011-10-26 16:21:00,4.25,15993.0,United Kingdom,8.5
536796,22902,TOTE BAG I LOVE LONDON,1,2010-12-02 15:46:00,2.1,15574.0,United Kingdom,2.1
568590,23399,HOME SWEET HOME HANGING HEART,12,2011-09-28 10:29:00,0.85,13126.0,United Kingdom,10.2
540647,22798,ANTIQUE GLASS DRESSING TABLE POT,8,2011-01-10 14:57:00,2.95,17406.0,United Kingdom,23.6
566604,22456,NATURAL SLATE CHALKBOARD LARGE ,1,2011-09-13 16:26:00,4.95,16279.0,United Kingdom,4.95
539442,22112,CHOCOLATE HOT WATER BOTTLE,6,2010-12-17 15:39:00,4.95,16558.0,United Kingdom,29.700000000000003
